date	Clinton	Trump
May 2015	50	32
June 2015	55	34.5
July 2015	51.8	37
August 2015	47.25	43
September 2015	46.7142857142857	42.8571428571429
October 2015	47.6666666666667	43.3333333333333
November 2015	46.8	43.6
December 2015	47	41.5
January 2016	47.5	44
February 2016	45.71428571	41.5714
March 2016	49.6363636363636	39
April 2016	46.8888888888889	40.2222222222222
May 2016	43.875	42.875
